Course Code,Course Title,Credits,Prerequisites,Co-requisites,Description,Learning Outcomes
TH 310,Scenic Design and Painting for the Stage,3,"TH 200, TH 260.",,"Scenic design and stage painting covers the fundamentals of the processes of designing and painting scenic elements for the stage, with a practical hands -on approach to implementation of materials, equipment, systems, and standard theatrical processes.",Demonstrate understanding of key concepts in Scenic Design and Painting for the Stage; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 312,Intermediate Acting,3,TH 210.,,This course focuses on beginning scene study with an emphasis on exploring action/objective and the given circumstances of a selected text.,Demonstrate understanding of key concepts in Intermediate Acting; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 315,Makeup Design and Prosthetics for the Stage,3,TH 301.,,"Makeup Design and Prosthetics for the stage covers the fundamentals of the processes of designing, building, and implementing makeup and prosthetic devices for the stage and film (including body makeup and hair design), with a practical hands -on approach to implementation of materials, equipment, systems, and standard theatrical processes.",Demonstrate understanding of key concepts in Makeup Design and Prosthetics for the Stage; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 320,Lighting Design and Audio Engineering,3,TH 201.,,"Lighting Design and Audio Engineering covers the fundamentals of the processes of designing stage lighting and theatrical sound for the stage, with a practical hands -on approach to implementation of equipment, systems, and standard theatrical processes.",Demonstrate understanding of key concepts in Lighting Design and Audio Engineering; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 325,Costume Design and Construction,3,TH 301. 595 | Page,,"Costume Design and Construction covers the fundamentals of the processes of designing, building, and implementing costumes and costume pieces for the stage and film, with a practical, hands -on approach to implementation of materials, equipment, systems, and standard theatrical processes.",Demonstrate understanding of key concepts in Costume Design and Construction; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 342,Advanced Theatre/Studio,3,TH 261.,,"Advanced Theatre (Studio) is a course designed to allow a student the freedom to explore an area of interest in a primary con centration, develop a plan for addressing the interest, and fully promoting and producing the planned objectives to create a fully realized theatrical plan.",Demonstrate understanding of key concepts in Advanced Theatre/Studio; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 360,Special Topics/Workshops in Theatre,3,,,"This course is designed to address selected topics in a theatrical concentration or on a contemporary theatrical issue. These topics could include Regional Theatrical Practices, Theatrical Architecture, International Study, Concentrated Production Practices, and Specific Production Implementation and Development.",Demonstrate understanding of key concepts in Special Topics/Workshops in Theatre; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 375,Drama as Literature,3,TH 301.,,"Studies in the heightened realities of poetic drama. Verse analysis, research, methods and how to approach a classical dialogue.",Demonstrate understanding of key concepts in Drama as Literature; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills; Enhance written and oral communication abilities
TH 400,Theatre Practicum,1,TH 300.,,"The student receives 1 hour of credit for participation in theatre production. Acting, stage management, technical production , building, or running crew positions fulfill this requirement. This course may be taken for credit as many as three times for a total of three hours of production practicum.",Demonstrate understanding of key concepts in Theatre Practicum; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 402,Advanced Acting,3,TH 312.,,"This course is designed to help students reflect upon their work from Beginning Acting in order to improve their acting and technique. Advanced Acting is a performance- based class and all students are required to perform in front of the class and certain campus activities for evaluation. The course will focus primarily on scene study and text analysis through improvisation, physical ac tion, emotional exploration, monologue study, and Shakespeare's sonnets.",Demonstrate understanding of key concepts in Advanced Acting; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills; Enhance written and oral communication abilities
TH 403,Directing II,3,TH 303.,,For the advanced student in directing. Intensive concentration on the full realization of a dramatic text from research and analysis through rehearsal and into performance.,Demonstrate understanding of key concepts in Directing II; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills; Enhance written and oral communication abilities
TH 405,History of American Musical Theatre,3,TH 312.,,"This course explores Musical Theatre in America, its origins, its development, and its effect on popular culture. Emphasis will be placed on examining productions, their creators, and performers.",Demonstrate understanding of key concepts in History of American Musical Theatre; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 408,Advanced Playwriting,3,TH 308.,,"This is a workshop course in the writing of drama. We will examine and write monologues, dialogue, ten-minute plays, as well as study and begin work on one -act and multi -act dramatic works. We will study various theories about constructing plays, read and discuss several plays that exemplify the theories, and workshop with plays -in-progress. The development of student writing will be facilitated by workshop feedback from peers as well as from the professor. This class will also attempt to attend and discuss local plays, and read and discuss professionally written scripts from a playwright's (writer's) point of view. While the focus of the course is on the construction of a script, we will also examine and discuss all parts of a possible and/or existing production. The skills learned in writing dialogue, character development and story will assist students as they pursue all creative writing genres.",Demonstrate understanding of key concepts in Advanced Playwriting; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 412,Narrative Theatre,3,TH 309.,,"This course charts the development of performance studies and narrative drama. The course discerns the field's disciplinary influences and defining principles. L. Austin, Judith Butler, among others. Particular attention is paid to the relevance of performance theory to theatre and dance studies.",Demonstrate understanding of key concepts in Narrative Theatre; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 414,Styles of Acting,3,TH 402.,,"Styles of Acting is a course that will prepare the students to perform classical selections including, but not limited to Shakespeare, Sophocles, Aeschylus, Terrence and other earlier playwrights.",Demonstrate understanding of key concepts in Styles of Acting; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
TH 449,Senior Seminar,1,Senior Standing.,,"Students prepare polished audition material for their Performance Exit Exam presented during their final semester before a panel of judges who will critique their work. Open to seniors only, with permission of the program.",Demonstrate understanding of key concepts in Senior Seminar; Apply theoretical knowledge to practical scenarios; Develop critical thinking and problem-solving skills
